Delivery_ID,Order_ID,Courier_Partner,Delivery_Days,Delivery_Status
30380,ORD130380,Delhivery,4,Delivered
30381,ORD130381,Blue Dart,5,Delivered
30382,ORD130382,DTDC,6,Delivered
30383,ORD130383,Ekart,7,Delivered
30384,ORD130384,XpressBees,2,In Transit
30385,ORD130385,Delhivery,3,Delivered
30386,ORD130386,Blue Dart,4,Delivered
30387,ORD130387,DTDC,5,Delivered
30388,ORD130388,Ekart,6,Delivered
30389,ORD130389,XpressBees,7,In Transit
30390,ORD130390,Delhivery,2,Delivered
30391,ORD130391,Blue Dart,3,Delivered
30392,ORD130392,DTDC,4,Delivered
30393,ORD130393,Ekart,5,Delivered
30394,ORD130394,XpressBees,6,In Transit
30395,ORD130395,Delhivery,7,Delivered
30396,ORD130396,Blue Dart,2,Delivered
30397,ORD130397,DTDC,3,Delivered
30398,ORD130398,Ekart,4,Delivered
30399,ORD130399,XpressBees,5,In Transit
30400,ORD130400,Delhivery,6,Delivered
30401,ORD130401,Blue Dart,7,Delivered
30402,ORD130402,DTDC,2,Delivered
30403,ORD130403,Ekart,3,Delivered
30404,ORD130404,XpressBees,4,In Transit
30405,ORD130405,Delhivery,5,Delivered
30406,ORD130406,Blue Dart,6,Delivered
30407,ORD130407,DTDC,7,Delivered
30408,ORD130408,Ekart,2,Delivered
30409,ORD130409,XpressBees,3,In Transit
30410,ORD130410,Delhivery,4,Delivered
30411,ORD130411,Blue Dart,5,Delivered
30412,ORD130412,DTDC,6,Delivered
30413,ORD130413,Ekart,7,Delivered
30414,ORD130414,XpressBees,2,In Transit
30415,ORD130415,Delhivery,3,Delivered
30416,ORD130416,Blue Dart,4,Delivered
30417,ORD130417,DTDC,5,Delivered
30418,ORD130418,Ekart,6,Delivered
30419,ORD130419,XpressBees,7,In Transit
30420,ORD130420,Delhivery,2,Delivered
30421,ORD130421,Blue Dart,3,Delivered
30422,ORD130422,DTDC,4,Delivered
30423,ORD130423,Ekart,5,Delivered
30424,ORD130424,XpressBees,6,In Transit
30425,ORD130425,Delhivery,7,Delivered
30426,ORD130426,Blue Dart,2,Delivered
30427,ORD130427,DTDC,3,Delivered
30428,ORD130428,Ekart,4,Delivered
30429,ORD130429,XpressBees,5,In Transit
30430,ORD130430,Delhivery,6,Delivered
30431,ORD130431,Blue Dart,7,Delivered
30432,ORD130432,DTDC,2,Delivered
30433,ORD130433,Ekart,3,Delivered
30434,ORD130434,XpressBees,4,In Transit
30435,ORD130435,Delhivery,5,Delivered
30436,ORD130436,Blue Dart,6,Delivered
30437,ORD130437,DTDC,7,Delivered
30438,ORD130438,Ekart,2,Delivered
30439,ORD130439,XpressBees,3,In Transit
30440,ORD130440,Delhivery,4,Delivered
30441,ORD130441,Blue Dart,5,Delivered
30442,ORD130442,DTDC,6,Delivered
30443,ORD130443,Ekart,7,Delivered
30444,ORD130444,XpressBees,2,In Transit
30445,ORD130445,Delhivery,3,Delivered
30446,ORD130446,Blue Dart,4,Delivered
30447,ORD130447,DTDC,5,Delivered
30448,ORD130448,Ekart,6,Delivered
30449,ORD130449,XpressBees,7,In Transit
30450,ORD130450,Delhivery,2,Delivered
30451,ORD130451,Blue Dart,3,Delivered
30452,ORD130452,DTDC,4,Delivered
30453,ORD130453,Ekart,5,Delivered
30454,ORD130454,XpressBees,6,In Transit
30455,ORD130455,Delhivery,7,Delivered
30456,ORD130456,Blue Dart,2,Delivered
30457,ORD130457,DTDC,3,Delivered
30458,ORD130458,Ekart,4,Delivered
30459,ORD130459,XpressBees,5,In Transit
30460,ORD130460,Delhivery,6,Delivered
30461,ORD130461,Blue Dart,7,Delivered
30462,ORD130462,DTDC,2,Delivered
30463,ORD130463,Ekart,3,Delivered
30464,ORD130464,XpressBees,4,In Transit
30465,ORD130465,Delhivery,5,Delivered
30466,ORD130466,Blue Dart,6,Delivered
30467,ORD130467,DTDC,7,Delivered
30468,ORD130468,Ekart,2,Delivered
30469,ORD130469,XpressBees,3,In Transit
30470,ORD130470,Delhivery,4,Delivered
30471,ORD130471,Blue Dart,5,Delivered
30472,ORD130472,DTDC,6,Delivered
30473,ORD130473,Ekart,7,Delivered
30474,ORD130474,XpressBees,2,In Transit
30475,ORD130475,Delhivery,3,Delivered
30476,ORD130476,Blue Dart,4,Delivered
30477,ORD130477,DTDC,5,Delivered
30478,ORD130478,Ekart,6,Delivered
30479,ORD130479,XpressBees,7,In Transit
30480,ORD130480,Delhivery,2,Delivered
30481,ORD130481,Blue Dart,3,Delivered
30482,ORD130482,DTDC,4,Delivered
30483,ORD130483,Ekart,5,Delivered
30484,ORD130484,XpressBees,6,In Transit
30485,ORD130485,Delhivery,7,Delivered
30486,ORD130486,Blue Dart,2,Delivered
30487,ORD130487,DTDC,3,Delivered
30488,ORD130488,Ekart,4,Delivered
30489,ORD130489,XpressBees,5,In Transit
30490,ORD130490,Delhivery,6,Delivered
30491,ORD130491,Blue Dart,7,Delivered
30492,ORD130492,DTDC,2,Delivered
30493,ORD130493,Ekart,3,Delivered
30494,ORD130494,XpressBees,4,In Transit
30495,ORD130495,Delhivery,5,Delivered
30496,ORD130496,Blue Dart,6,Delivered
30497,ORD130497,DTDC,7,Delivered
30498,ORD130498,Ekart,2,Delivered
30499,ORD130499,XpressBees,3,In Transit
30500,ORD130500,Delhivery,4,Delivered
30501,ORD130501,Blue Dart,5,Delivered
30502,ORD130502,DTDC,6,Delivered
30503,ORD130503,Ekart,7,Delivered
30504,ORD130504,XpressBees,2,In Transit
30505,ORD130505,Delhivery,3,Delivered
30506,ORD130506,Blue Dart,4,Delivered
30507,ORD130507,DTDC,5,Delivered
30508,ORD130508,Ekart,6,Delivered
30509,ORD130509,XpressBees,7,In Transit
30510,ORD130510,Delhivery,2,Delivered
30511,ORD130511,Blue Dart,3,Delivered
30512,ORD130512,DTDC,4,Delivered
30513,ORD130513,Ekart,5,Delivered
30514,ORD130514,XpressBees,6,In Transit
30515,ORD130515,Delhivery,7,Delivered
30516,ORD130516,Blue Dart,2,Delivered
30517,ORD130517,DTDC,3,Delivered
30518,ORD130518,Ekart,4,Delivered
30519,ORD130519,XpressBees,5,In Transit
30520,ORD130520,Delhivery,6,Delivered
30521,ORD130521,Blue Dart,7,Delivered
30522,ORD130522,DTDC,2,Delivered
30523,ORD130523,Ekart,3,Delivered
30524,ORD130524,XpressBees,4,In Transit
30525,ORD130525,Delhivery,5,Delivered
30526,ORD130526,Blue Dart,6,Delivered
30527,ORD130527,DTDC,7,Delivered
30528,ORD130528,Ekart,2,Delivered
30529,ORD130529,XpressBees,3,In Transit
30530,ORD130530,Delhivery,4,Delivered
30531,ORD130531,Blue Dart,5,Delivered
30532,ORD130532,DTDC,6,Delivered
30533,ORD130533,Ekart,7,Delivered
30534,ORD130534,XpressBees,2,In Transit
30535,ORD130535,Delhivery,3,Delivered
30536,ORD130536,Blue Dart,4,Delivered
30537,ORD130537,DTDC,5,Delivered
30538,ORD130538,Ekart,6,Delivered
30539,ORD130539,XpressBees,7,In Transit
30540,ORD130540,Delhivery,2,Delivered
30541,ORD130541,Blue Dart,3,Delivered
30542,ORD130542,DTDC,4,Delivered
30543,ORD130543,Ekart,5,Delivered
30544,ORD130544,XpressBees,6,In Transit
30545,ORD130545,Delhivery,7,Delivered
30546,ORD130546,Blue Dart,2,Delivered
30547,ORD130547,DTDC,3,Delivered
30548,ORD130548,Ekart,4,Delivered
30549,ORD130549,XpressBees,5,In Transit
30550,ORD130550,Delhivery,6,Delivered
30551,ORD130551,Blue Dart,7,Delivered
30552,ORD130552,DTDC,2,Delivered
30553,ORD130553,Ekart,3,Delivered
30554,ORD130554,XpressBees,4,In Transit
30555,ORD130555,Delhivery,5,Delivered
30556,ORD130556,Blue Dart,6,Delivered
30557,ORD130557,DTDC,7,Delivered
30558,ORD130558,Ekart,2,Delivered
30559,ORD130559,XpressBees,3,In Transit
30560,ORD130560,Delhivery,4,Delivered
30561,ORD130561,Blue Dart,5,Delivered
30562,ORD130562,DTDC,6,Delivered
30563,ORD130563,Ekart,7,Delivered
30564,ORD130564,XpressBees,2,In Transit
30565,ORD130565,Delhivery,3,Delivered
30566,ORD130566,Blue Dart,4,Delivered
30567,ORD130567,DTDC,5,Delivered
30568,ORD130568,Ekart,6,Delivered
30569,ORD130569,XpressBees,7,In Transit
30570,ORD130570,Delhivery,2,Delivered
30571,ORD130571,Blue Dart,3,Delivered
30572,ORD130572,DTDC,4,Delivered
30573,ORD130573,Ekart,5,Delivered
30574,ORD130574,XpressBees,6,In Transit
30575,ORD130575,Delhivery,7,Delivered
30576,ORD130576,Blue Dart,2,Delivered
30577,ORD130577,DTDC,3,Delivered
30578,ORD130578,Ekart,4,Delivered
30579,ORD130579,XpressBees,5,In Transit
30580,ORD130580,Delhivery,6,Delivered
30581,ORD130581,Blue Dart,7,Delivered
30582,ORD130582,DTDC,2,Delivered
30583,ORD130583,Ekart,3,Delivered
30584,ORD130584,XpressBees,4,In Transit
30585,ORD130585,Delhivery,5,Delivered
30586,ORD130586,Blue Dart,6,Delivered
30587,ORD130587,DTDC,7,Delivered
30588,ORD130588,Ekart,2,Delivered
30589,ORD130589,XpressBees,3,In Transit
30590,ORD130590,Delhivery,4,Delivered
30591,ORD130591,Blue Dart,5,Delivered
30592,ORD130592,DTDC,6,Delivered
30593,ORD130593,Ekart,7,Delivered
30594,ORD130594,XpressBees,2,In Transit
30595,ORD130595,Delhivery,3,Delivered
30596,ORD130596,Blue Dart,4,Delivered
30597,ORD130597,DTDC,5,Delivered
30598,ORD130598,Ekart,6,Delivered
30599,ORD130599,XpressBees,7,In Transit
30600,ORD130600,Delhivery,2,Delivered
30601,ORD130601,Blue Dart,3,Delivered
30602,ORD130602,DTDC,4,Delivered
30603,ORD130603,Ekart,5,Delivered
30604,ORD130604,XpressBees,6,In Transit
30605,ORD130605,Delhivery,7,Delivered
30606,ORD130606,Blue Dart,2,Delivered
30607,ORD130607,DTDC,3,Delivered
30608,ORD130608,Ekart,4,Delivered
30609,ORD130609,XpressBees,5,In Transit
30610,ORD130610,Delhivery,6,Delivered
30611,ORD130611,Blue Dart,7,Delivered
30612,ORD130612,DTDC,2,Delivered
30613,ORD130613,Ekart,3,Delivered
30614,ORD130614,XpressBees,4,In Transit
30615,ORD130615,Delhivery,5,Delivered
30616,ORD130616,Blue Dart,6,Delivered
30617,ORD130617,DTDC,7,Delivered
30618,ORD130618,Ekart,2,Delivered
30619,ORD130619,XpressBees,3,In Transit
30620,ORD130620,Delhivery,4,Delivered
30621,ORD130621,Blue Dart,5,Delivered
30622,ORD130622,DTDC,6,Delivered
30623,ORD130623,Ekart,7,Delivered
30624,ORD130624,XpressBees,2,In Transit
30625,ORD130625,Delhivery,3,Delivered
30626,ORD130626,Blue Dart,4,Delivered
30627,ORD130627,DTDC,5,Delivered
30628,ORD130628,Ekart,6,Delivered
30629,ORD130629,XpressBees,7,In Transit
30630,ORD130630,Delhivery,2,Delivered
30631,ORD130631,Blue Dart,3,Delivered
30632,ORD130632,DTDC,4,Delivered
30633,ORD130633,Ekart,5,Delivered
30634,ORD130634,XpressBees,6,In Transit
30635,ORD130635,Delhivery,7,Delivered
30636,ORD130636,Blue Dart,2,Delivered
30637,ORD130637,DTDC,3,Delivered
30638,ORD130638,Ekart,4,Delivered
30639,ORD130639,XpressBees,5,In Transit
30640,ORD130640,Delhivery,6,Delivered
30641,ORD130641,Blue Dart,7,Delivered
30642,ORD130642,DTDC,2,Delivered
30643,ORD130643,Ekart,3,Delivered
30644,ORD130644,XpressBees,4,In Transit
30645,ORD130645,Delhivery,5,Delivered
30646,ORD130646,Blue Dart,6,Delivered
30647,ORD130647,DTDC,7,Delivered
30648,ORD130648,Ekart,2,Delivered
30649,ORD130649,XpressBees,3,In Transit
30650,ORD130650,Delhivery,4,Delivered
30651,ORD130651,Blue Dart,5,Delivered
30652,ORD130652,DTDC,6,Delivered
30653,ORD130653,Ekart,7,Delivered
30654,ORD130654,XpressBees,2,In Transit
30655,ORD130655,Delhivery,3,Delivered
30656,ORD130656,Blue Dart,4,Delivered
30657,ORD130657,DTDC,5,Delivered
30658,ORD130658,Ekart,6,Delivered
30659,ORD130659,XpressBees,7,In Transit
30660,ORD130660,Delhivery,2,Delivered
30661,ORD130661,Blue Dart,3,Delivered
30662,ORD130662,DTDC,4,Delivered
30663,ORD130663,Ekart,5,Delivered
30664,ORD130664,XpressBees,6,In Transit
30665,ORD130665,Delhivery,7,Delivered
30666,ORD130666,Blue Dart,2,Delivered
30667,ORD130667,DTDC,3,Delivered
30668,ORD130668,Ekart,4,Delivered
30669,ORD130669,XpressBees,5,In Transit
30670,ORD130670,Delhivery,6,Delivered
30671,ORD130671,Blue Dart,7,Delivered
30672,ORD130672,DTDC,2,Delivered
30673,ORD130673,Ekart,3,Delivered
30674,ORD130674,XpressBees,4,In Transit
30675,ORD130675,Delhivery,5,Delivered
30676,ORD130676,Blue Dart,6,Delivered
30677,ORD130677,DTDC,7,Delivered
30678,ORD130678,Ekart,2,Delivered
30679,ORD130679,XpressBees,3,In Transit
30680,ORD130680,Delhivery,4,Delivered
30681,ORD130681,Blue Dart,5,Delivered
30682,ORD130682,DTDC,6,Delivered
30683,ORD130683,Ekart,7,Delivered
30684,ORD130684,XpressBees,2,In Transit
30685,ORD130685,Delhivery,3,Delivered
30686,ORD130686,Blue Dart,4,Delivered
30687,ORD130687,DTDC,5,Delivered
30688,ORD130688,Ekart,6,Delivered
30689,ORD130689,XpressBees,7,In Transit
30690,ORD130690,Delhivery,2,Delivered
30691,ORD130691,Blue Dart,3,Delivered
30692,ORD130692,DTDC,4,Delivered
30693,ORD130693,Ekart,5,Delivered
30694,ORD130694,XpressBees,6,In Transit
30695,ORD130695,Delhivery,7,Delivered
30696,ORD130696,Blue Dart,2,Delivered
30697,ORD130697,DTDC,3,Delivered
30698,ORD130698,Ekart,4,Delivered
30699,ORD130699,XpressBees,5,In Transit
30700,ORD130700,Delhivery,6,Delivered
30701,ORD130701,Blue Dart,7,Delivered
30702,ORD130702,DTDC,2,Delivered
30703,ORD130703,Ekart,3,Delivered
30704,ORD130704,XpressBees,4,In Transit
30705,ORD130705,Delhivery,5,Delivered
30706,ORD130706,Blue Dart,6,Delivered
30707,ORD130707,DTDC,7,Delivered
30708,ORD130708,Ekart,2,Delivered
30709,ORD130709,XpressBees,3,In Transit
30710,ORD130710,Delhivery,4,Delivered
30711,ORD130711,Blue Dart,5,Delivered
30712,ORD130712,DTDC,6,Delivered
30713,ORD130713,Ekart,7,Delivered
30714,ORD130714,XpressBees,2,In Transit
30715,ORD130715,Delhivery,3,Delivered
30716,ORD130716,Blue Dart,4,Delivered
30717,ORD130717,DTDC,5,Delivered
30718,ORD130718,Ekart,6,Delivered
30719,ORD130719,XpressBees,7,In Transit
30720,ORD130720,Delhivery,2,Delivered
30721,ORD130721,Blue Dart,3,Delivered
30722,ORD130722,DTDC,4,Delivered
30723,ORD130723,Ekart,5,Delivered
30724,ORD130724,XpressBees,6,In Transit
30725,ORD130725,Delhivery,7,Delivered
30726,ORD130726,Blue Dart,2,Delivered
30727,ORD130727,DTDC,3,Delivered
30728,ORD130728,Ekart,4,Delivered
30729,ORD130729,XpressBees,5,In Transit
30730,ORD130730,Delhivery,6,Delivered
30731,ORD130731,Blue Dart,7,Delivered
30732,ORD130732,DTDC,2,Delivered
30733,ORD130733,Ekart,3,Delivered
30734,ORD130734,XpressBees,4,In Transit
30735,ORD130735,Delhivery,5,Delivered
30736,ORD130736,Blue Dart,6,Delivered
30737,ORD130737,DTDC,7,Delivered
30738,ORD130738,Ekart,2,Delivered
30739,ORD130739,XpressBees,3,In Transit
30740,ORD130740,Delhivery,4,Delivered
30741,ORD130741,Blue Dart,5,Delivered
30742,ORD130742,DTDC,6,Delivered
30743,ORD130743,Ekart,7,Delivered
30744,ORD130744,XpressBees,2,In Transit
30745,ORD130745,Delhivery,3,Delivered
30746,ORD130746,Blue Dart,4,Delivered
30747,ORD130747,DTDC,5,Delivered
30748,ORD130748,Ekart,6,Delivered
30749,ORD130749,XpressBees,7,In Transit
30750,ORD130750,Delhivery,2,Delivered
30751,ORD130751,Blue Dart,3,Delivered
30752,ORD130752,DTDC,4,Delivered
30753,ORD130753,Ekart,5,Delivered
30754,ORD130754,XpressBees,6,In Transit
30755,ORD130755,Delhivery,7,Delivered
30756,ORD130756,Blue Dart,2,Delivered
30757,ORD130757,DTDC,3,Delivered
30758,ORD130758,Ekart,4,Delivered
30759,ORD130759,XpressBees,5,In Transit
30760,ORD130760,Delhivery,6,Delivered
30761,ORD130761,Blue Dart,7,Delivered
30762,ORD130762,DTDC,2,Delivered
30763,ORD130763,Ekart,3,Delivered
30764,ORD130764,XpressBees,4,In Transit
30765,ORD130765,Delhivery,5,Delivered
30766,ORD130766,Blue Dart,6,Delivered
30767,ORD130767,DTDC,7,Delivered
30768,ORD130768,Ekart,2,Delivered
30769,ORD130769,XpressBees,3,In Transit
30770,ORD130770,Delhivery,4,Delivered
30771,ORD130771,Blue Dart,5,Delivered
30772,ORD130772,DTDC,6,Delivered
30773,ORD130773,Ekart,7,Delivered
30774,ORD130774,XpressBees,2,In Transit
30775,ORD130775,Delhivery,3,Delivered
30776,ORD130776,Blue Dart,4,Delivered
30777,ORD130777,DTDC,5,Delivered
30778,ORD130778,Ekart,6,Delivered
30779,ORD130779,XpressBees,7,In Transit
30780,ORD130780,Delhivery,2,Delivered
30781,ORD130781,Blue Dart,3,Delivered
30782,ORD130782,DTDC,4,Delivered
30783,ORD130783,Ekart,5,Delivered
30784,ORD130784,XpressBees,6,In Transit
30785,ORD130785,Delhivery,7,Delivered
30786,ORD130786,Blue Dart,2,Delivered
30787,ORD130787,DTDC,3,Delivered
30788,ORD130788,Ekart,4,Delivered
30789,ORD130789,XpressBees,5,In Transit
30790,ORD130790,Delhivery,6,Delivered
30791,ORD130791,Blue Dart,7,Delivered
30792,ORD130792,DTDC,2,Delivered
30793,ORD130793,Ekart,3,Delivered
30794,ORD130794,XpressBees,4,In Transit
30795,ORD130795,Delhivery,5,Delivered
30796,ORD130796,Blue Dart,6,Delivered
30797,ORD130797,DTDC,7,Delivered
30798,ORD130798,Ekart,2,Delivered
30799,ORD130799,XpressBees,3,In Transit
30800,ORD130800,Delhivery,4,Delivered
30801,ORD130801,Blue Dart,5,Delivered
30802,ORD130802,DTDC,6,Delivered
30803,ORD130803,Ekart,7,Delivered
30804,ORD130804,XpressBees,2,In Transit
30805,ORD130805,Delhivery,3,Delivered
30806,ORD130806,Blue Dart,4,Delivered
30807,ORD130807,DTDC,5,Delivered
30808,ORD130808,Ekart,6,Delivered
30809,ORD130809,XpressBees,7,In Transit
30810,ORD130810,Delhivery,2,Delivered
30811,ORD130811,Blue Dart,3,Delivered
30812,ORD130812,DTDC,4,Delivered
30813,ORD130813,Ekart,5,Delivered
30814,ORD130814,XpressBees,6,In Transit
30815,ORD130815,Delhivery,7,Delivered
30816,ORD130816,Blue Dart,2,Delivered
30817,ORD130817,DTDC,3,Delivered
30818,ORD130818,Ekart,4,Delivered
30819,ORD130819,XpressBees,5,In Transit
30820,ORD130820,Delhivery,6,Delivered
30821,ORD130821,Blue Dart,7,Delivered
30822,ORD130822,DTDC,2,Delivered
30823,ORD130823,Ekart,3,Delivered
30824,ORD130824,XpressBees,4,In Transit
30825,ORD130825,Delhivery,5,Delivered
30826,ORD130826,Blue Dart,6,Delivered
30827,ORD130827,DTDC,7,Delivered
30828,ORD130828,Ekart,2,Delivered
30829,ORD130829,XpressBees,3,In Transit
30830,ORD130830,Delhivery,4,Delivered
30831,ORD130831,Blue Dart,5,Delivered
30832,ORD130832,DTDC,6,Delivered
30833,ORD130833,Ekart,7,Delivered
30834,ORD130834,XpressBees,2,In Transit
30835,ORD130835,Delhivery,3,Delivered
30836,ORD130836,Blue Dart,4,Delivered
30837,ORD130837,DTDC,5,Delivered
30838,ORD130838,Ekart,6,Delivered
30839,ORD130839,XpressBees,7,In Transit
30840,ORD130840,Delhivery,2,Delivered
30841,ORD130841,Blue Dart,3,Delivered
30842,ORD130842,DTDC,4,Delivered
30843,ORD130843,Ekart,5,Delivered
30844,ORD130844,XpressBees,6,In Transit
30845,ORD130845,Delhivery,7,Delivered
30846,ORD130846,Blue Dart,2,Delivered
30847,ORD130847,DTDC,3,Delivered
30848,ORD130848,Ekart,4,Delivered
30849,ORD130849,XpressBees,5,In Transit
30850,ORD130850,Delhivery,6,Delivered
30851,ORD130851,Blue Dart,7,Delivered
30852,ORD130852,DTDC,2,Delivered
30853,ORD130853,Ekart,3,Delivered
30854,ORD130854,XpressBees,4,In Transit
30855,ORD130855,Delhivery,5,Delivered
30856,ORD130856,Blue Dart,6,Delivered
30857,ORD130857,DTDC,7,Delivered
30858,ORD130858,Ekart,2,Delivered
30859,ORD130859,XpressBees,3,In Transit
30860,ORD130860,Delhivery,4,Delivered
30861,ORD130861,Blue Dart,5,Delivered
30862,ORD130862,DTDC,6,Delivered
30863,ORD130863,Ekart,7,Delivered
30864,ORD130864,XpressBees,2,In Transit
30865,ORD130865,Delhivery,3,Delivered
30866,ORD130866,Blue Dart,4,Delivered
30867,ORD130867,DTDC,5,Delivered
30868,ORD130868,Ekart,6,Delivered
30869,ORD130869,XpressBees,7,In Transit
30870,ORD130870,Delhivery,2,Delivered
30871,ORD130871,Blue Dart,3,Delivered
30872,ORD130872,DTDC,4,Delivered
30873,ORD130873,Ekart,5,Delivered
30874,ORD130874,XpressBees,6,In Transit
30875,ORD130875,Delhivery,7,Delivered
30876,ORD130876,Blue Dart,2,Delivered
30877,ORD130877,DTDC,3,Delivered
30878,ORD130878,Ekart,4,Delivered
30879,ORD130879,XpressBees,5,In Transit
30880,ORD130880,Delhivery,6,Delivered
30881,ORD130881,Blue Dart,7,Delivered
30882,ORD130882,DTDC,2,Delivered
30883,ORD130883,Ekart,3,Delivered
30884,ORD130884,XpressBees,4,In Transit
30885,ORD130885,Delhivery,5,Delivered
30886,ORD130886,Blue Dart,6,Delivered
30887,ORD130887,DTDC,7,Delivered
30888,ORD130888,Ekart,2,Delivered
30889,ORD130889,XpressBees,3,In Transit
30890,ORD130890,Delhivery,4,Delivered
30891,ORD130891,Blue Dart,5,Delivered
30892,ORD130892,DTDC,6,Delivered
30893,ORD130893,Ekart,7,Delivered
30894,ORD130894,XpressBees,2,In Transit
30895,ORD130895,Delhivery,3,Delivered
30896,ORD130896,Blue Dart,4,Delivered
30897,ORD130897,DTDC,5,Delivered
30898,ORD130898,Ekart,6,Delivered
30899,ORD130899,XpressBees,7,In Transit
30900,ORD130900,Delhivery,2,Delivered
30901,ORD130901,Blue Dart,3,Delivered
30902,ORD130902,DTDC,4,Delivered
30903,ORD130903,Ekart,5,Delivered
30904,ORD130904,XpressBees,6,In Transit
30905,ORD130905,Delhivery,7,Delivered
30906,ORD130906,Blue Dart,2,Delivered
30907,ORD130907,DTDC,3,Delivered
30908,ORD130908,Ekart,4,Delivered
30909,ORD130909,XpressBees,5,In Transit
30910,ORD130910,Delhivery,6,Delivered
30911,ORD130911,Blue Dart,7,Delivered
30912,ORD130912,DTDC,2,Delivered
30913,ORD130913,Ekart,3,Delivered
30914,ORD130914,XpressBees,4,In Transit
30915,ORD130915,Delhivery,5,Delivered
30916,ORD130916,Blue Dart,6,Delivered
30917,ORD130917,DTDC,7,Delivered
30918,ORD130918,Ekart,2,Delivered
30919,ORD130919,XpressBees,3,In Transit
30920,ORD130920,Delhivery,4,Delivered
30921,ORD130921,Blue Dart,5,Delivered
30922,ORD130922,DTDC,6,Delivered
30923,ORD130923,Ekart,7,Delivered
30924,ORD130924,XpressBees,2,In Transit
30925,ORD130925,Delhivery,3,Delivered
30926,ORD130926,Blue Dart,4,Delivered
30927,ORD130927,DTDC,5,Delivered
30928,ORD130928,Ekart,6,Delivered
30929,ORD130929,XpressBees,7,In Transit
30930,ORD130930,Delhivery,2,Delivered
30931,ORD130931,Blue Dart,3,Delivered
30932,ORD130932,DTDC,4,Delivered
30933,ORD130933,Ekart,5,Delivered
30934,ORD130934,XpressBees,6,In Transit
30935,ORD130935,Delhivery,7,Delivered
30936,ORD130936,Blue Dart,2,Delivered
